time,lat,lon,realization,t2m
1940-01-01,49.75,13.0,0,292.1925
1940-01-01,49.75,13.25,0,292.44876
1940-01-01,49.75,13.5,0,292.40295
1940-01-01,49.75,13.75,0,292.16183
1940-01-01,49.75,14.0,0,292.35422
1940-01-01,49.75,14.25,0,292.6233
1940-01-01,49.75,14.5,0,292.66846
1940-01-01,49.75,14.75,0,292.57022
1940-01-01,49.75,15.0,0,292.62936
1940-01-01,50.0,5.75,0,291.807
1940-01-01,50.0,6.0,0,292.0549
1940-01-01,50.0,6.25,0,292.22318
1940-01-01,50.0,6.5,0,292.5012
1940-01-01,50.0,6.75,0,292.4176
1940-01-01,50.0,7.0,0,292.30823
1940-01-01,50.0,7.25,0,292.5766
1940-01-01,50.0,7.5,0,292.97452
1940-01-01,50.0,7.75,0,293.45847
1940-01-01,50.0,8.0,0,293.51645
1940-01-01,50.0,8.25,0,293.7236
1940-01-01,50.0,8.5,0,293.69284
1940-01-01,50.0,8.75,0,294.11218
1940-01-01,50.0,9.0,0,293.86575
1940-01-01,50.0,9.25,0,293.71164
1940-01-01,50.0,9.5,0,293.74362
1940-01-01,50.0,9.75,0,293.59494
1940-01-01,50.0,10.0,0,293.73386
1940-01-01,50.0,10.25,0,293.52097
1940-01-01,50.0,10.5,0,293.7092
1940-01-01,50.0,10.75,0,293.67493
1940-01-01,50.0,11.0,0,293.41248
1940-01-01,50.0,11.25,0,292.97546
1940-01-01,50.0,11.5,0,292.42142
1940-01-01,50.0,11.75,0,292.11145
1940-01-01,50.0,12.0,0,291.89246
1940-01-01,50.0,12.25,0,291.51224
1940-01-01,50.0,12.5,0,291.142
1940-01-01,50.0,12.75,0,291.53894
1940-01-01,50.0,13.0,0,291.97205
1940-01-01,50.0,13.25,0,292.3882
1940-01-01,50.0,13.5,0,292.34256
1940-01-01,50.0,13.75,0,292.57004
1940-01-01,50.0,14.0,0,292.8138
1940-01-01,50.0,14.25,0,293.06198
1940-01-01,50.0,14.5,0,293.11447
1940-01-01,50.0,14.75,0,293.2103
1940-01-01,50.0,15.0,0,293.27585
1940-01-01,50.25,5.75,0,291.9475
1940-01-01,50.25,6.0,0,291.6495
1940-01-01,50.25,6.25,0,291.72867
1940-01-01,50.25,6.5,0,292.1188
1940-01-01,50.25,6.75,0,292.49277
1940-01-01,50.25,7.0,0,292.76517
1940-01-01,50.25,7.25,0,292.92557
1940-01-01,50.25,7.5,0,293.0474
1940-01-01,50.25,7.75,0,292.88333
1940-01-01,50.25,8.0,0,292.8852
1940-01-01,50.25,8.25,0,293.27853
1940-01-01,50.25,8.5,0,293.50223
1940-01-01,50.25,8.75,0,293.92966
1940-01-01,50.25,9.0,0,293.7227
1940-01-01,50.25,9.25,0,293.55994
1940-01-01,50.25,9.5,0,293.33093
1940-01-01,50.25,9.75,0,293.18265
